taskID,task_name,date_created,time_created,due_date,due_time,description,priority,location,completed,,
310,Style Guides,2020-10-12,14:06:02,2020-11-01,8:06:45,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",4,Boucinhas,1,,
311,Analysis,2019-11-18,2:32:44,2019-12-02,5:28:33,Aliquam quis turpis eget elit sodales scelerisque.,3,,1,,
312,Backbone.js,2020-04-05,8:33:23,2020-05-03,18:53:02,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",3,Pandanwangi,1,,
313,EPANET,2020-04-26,19:33:46,2020-04-28,16:13:54,,0,,1,,
314,SharePoint Server,2020-07-15,23:21:37,2020-08-09,9:08:19,,2,,0,,
315,Forest,2020-06-07,22:17:24,2020-06-27,22:16:22,,3,,0,,
316,Visual Basic,2020-03-20,8:42:32,2020-03-29,20:36:37,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1,,1,,
317,Kinesio Taping,2019-12-15,9:23:54,2019-12-25,2:26:32,,2,,1,,
318,Meet Denesik Inc,2019-11-03,2:57:08,2019-11-08,15:58:37,,2,Радовиш,0,,
319,Social TV,2020-08-21,0:35:37,2020-09-01,16:15:27,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",3,,1,,
320,Colorado,2020-10-12,20:51:23,2020-10-20,14:40:35,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",1,Bitin,0,,
321,Eye Surgery,2020-02-04,13:49:42,2020-02-24,2:31:48,,2,Huntington,1,,
322,"Meet Abbott, Bergstrom and Jaskolski",2020-02-23,7:30:57,2020-03-12,14:16:35,,5,,1,,
323,PorttitorPede.ppt,2020-02-07,17:38:02,2020-02-18,7:08:56,,4,,0,,
324,Fax,2020-04-21,19:10:50,2020-05-09,21:48:51,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",4,,0,,
325,NRP,2020-01-23,16:49:24,2020-01-27,0:49:35,,5,,1,,
326,Graceland,2020-01-09,12:37:12,2020-01-18,7:07:39,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",4,,1,,
327,Utah,2019-12-20,11:53:35,2019-12-22,23:56:13,,0,,0,,
328,DxDesigner,2020-03-16,17:52:46,2020-03-17,9:33:07,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",4,,0,,
329,"Meet Spencer, Macejkovic and Hegmann",2020-05-05,4:13:02,2020-05-15,1:19:15,,5,,0,,
330,take 43968,2020-05-17,21:34:49,2020-06-01,17:00:38,,5,Kulykiv,1,,
331,Kinetics,2020-02-24,14:02:05,2020-02-25,8:02:39,,3,Emiliano Zapata,0,,
332,FSMS,2020-08-17,4:55:30,2020-08-17,22:11:08,Aliquam non mauris.,1,,0,,
333,Mobile Applications,2020-05-01,13:22:56,2020-05-18,20:48:17,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,2,Dulce Nombre de Culmí,1,,
334,Tally ERP,2020-01-30,22:40:50,2020-02-21,20:17:20,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",2,Kunyang,0,,
335,Rooms Division,2019-11-07,13:29:48,2019-12-06,4:29:26,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",1,,1,,
336,VSS,2020-07-15,2:06:34,2020-08-02,2:54:09,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",2,,1,,
337,Bluestem,2020-08-24,17:15:05,2020-09-22,17:29:32,,4,,0,,
338,Influence Others,2020-06-03,6:39:22,2020-06-12,22:57:19,,5,,1,,
339,ICEM CFD,2020-02-12,21:07:18,2020-03-05,19:55:56,,5,,0,,
340,Radio,2020-02-25,6:48:26,2020-03-09,5:50:47,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,3,Ezhou,0,,
341,Merry,2020-07-07,17:06:33,2020-08-02,22:26:59,,1,Jiangning,0,,
342,TDI,2020-07-01,12:00:01,2020-07-14,22:56:13,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,4,,0,,
343,Social Services,2020-02-17,7:40:44,2020-03-17,4:24:04,,1,Arras,0,,
344,FTP,2020-02-15,16:28:34,2020-03-01,16:09:57,,2,,1,,
345,IBM Rational Rhapsody,2019-12-07,16:00:22,2019-12-29,16:32:35,,0,,1,,
346,Governance,2019-11-19,22:21:05,2019-11-24,3:30:51,,5,,1,,
347,OEIC,2020-08-23,20:37:27,2020-09-20,2:22:35,,3,,1,,
348,CTFL,2019-12-14,2:20:56,2020-01-10,22:15:26,Nullam porttitor lacus at turpis.,2,Santa Ana,0,,
349,DMEDI,2019-11-28,23:34:48,2019-12-27,5:25:25,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2,,0,,
350,USDA,2019-12-08,0:56:34,2019-12-26,7:31:17,,1,,1,,
351,Graphic Design,2020-02-14,18:37:03,2020-02-17,8:44:21,,1,,0,,
352,take 43972,2020-05-21,10:39:11,2020-06-10,12:28:04,,4,,1,,
353,VRS,2020-02-15,5:15:01,2020-02-18,1:08:49,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.",5,,1,,
354,OLEDs,2020-04-10,21:22:28,2020-04-26,17:47:23,,0,,1,,
355,RutrumNulla.mp3,2020-05-05,10:56:28,2020-05-20,19:39:31,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",2,,1,,
356,Karstens,2020-03-11,13:00:42,2020-04-06,0:47:41,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.",3,,0,,
357,Flame AA,2020-08-29,21:41:11,2020-09-08,6:13:55,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.",0,Kuala Terengganu,0,,
358,"Meeting at Dibbert, Weimann and Daniel",2019-12-04,0:24:45,2019-12-22,19:01:15,,2,Itajuípe,0,,
359,Axure RP,2020-10-09,23:02:50,2020-10-14,1:25:33,,1,,1,,
360,Childcare,2019-10-24,8:08:52,2019-10-27,10:09:10,,2,Partesh,0,,
361,Civil Society,2020-04-15,2:42:28,2020-04-26,17:52:57,,4,,1,,
362,Unicenter TNG,2020-06-25,20:23:36,2020-07-14,16:20:15,,4,Sanlicheng,0,,
363,Meet Nader-Mosciski,2020-01-12,19:01:55,2020-01-26,1:22:43,,3,Yuanmou,0,,
364,Orin,2020-04-12,6:21:59,2020-05-01,5:56:30,,1,,0,,
365,DSP BIOS,2020-09-20,3:56:49,2020-10-06,13:56:49,,3,,1,,
366,Piano,2019-11-02,14:24:33,2019-11-02,5:31:19,,1,,1,,
367,Meeting at Cassin Group,2020-10-12,4:39:29,2020-10-25,23:28:50,,3,,0,,
368,Sage,2019-11-24,4:13:32,2019-12-11,12:18:40,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,3,,0,,
369,Vulcan,2020-08-18,11:18:27,2020-09-01,22:26:44,,3,,0,,
370,Melrose,2020-04-29,15:23:59,2020-05-13,5:40:45,,1,Jimusa’er,0,,
371,Gastroenterology,2019-12-10,19:39:37,2019-12-16,10:48:54,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,2,,0,,
372,Brokerage,2020-10-04,23:23:16,2020-11-01,14:21:32,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",5,Laoag,1,,
373,Real Estate Due Diligence,2019-11-16,4:44:01,2019-11-23,12:48:57,,5,,1,,
374,Eye Surgery,2020-08-26,21:43:40,2020-09-19,7:57:09,"In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",2,,0,,
375,Lawn,2020-09-17,21:00:37,2020-09-24,18:58:25,,4,,0,,
376,Pipefitting,2020-10-06,16:43:35,2020-10-31,17:12:22,,1,,1,,
377,IVDD,2020-06-01,10:04:57,2020-06-19,12:28:35,Aliquam sit amet diam in magna bibendum imperdiet.,2,,0,,
378,take 43798,2019-11-29,15:29:04,2019-12-24,6:35:18,,4,Bom Conselho,0,,
379,Browning,2019-12-19,5:53:26,2019-12-25,12:39:13,,3,,1,,
380,Doe Crossing,2020-03-11,6:40:24,2020-04-01,15:41:24,,3,,1,,
381,take 44034,2020-07-22,4:49:38,2020-08-18,19:01:35,,3,,0,,
382,"Meet Kris, Klein and Borer",2020-05-26,8:35:38,2020-06-15,12:09:31,,1,,1,,
383,Gifted Education,2020-05-15,14:48:15,2020-05-29,9:53:52,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",3,,0,,
384,DuiMaecenas.avi,2020-01-17,11:38:08,2020-02-05,17:29:00,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",5,,1,,
385,take 44000,2020-06-18,12:08:06,2020-07-09,11:07:01,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",5,,1,,
386,Armistice,2020-02-05,15:07:54,2020-02-05,9:14:01,,5,,0,,
387,Pawling,2020-09-07,20:51:33,2020-09-16,9:41:21,,3,Santa Helena de Goiás,1,,
388,Di Loreto,2020-01-02,6:56:48,2020-01-12,13:13:04,,4,,1,,
389,UtTellus.ppt,2020-10-07,7:55:25,2020-10-29,3:15:24,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",4,,1,,
390,Professional Ethics,2019-11-09,18:24:28,2019-11-24,10:26:50,,1,,0,,
391,Farragut,2020-03-01,2:21:59,2020-03-25,11:45:34,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,5,,1,,
392,take 43867,2020-02-06,6:06:18,2020-03-05,0:54:05,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.",4,,0,,
393,take 44049,2020-08-06,22:25:58,2020-08-16,9:26:17,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",2,Picoto,1,,
394,take 43859,2020-01-29,20:30:34,2020-02-27,23:06:04,"Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",5,,0,,
395,Meet Dach-Christiansen,2019-11-01,22:08:15,2019-11-03,0:27:31,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",5,,1,,
396,take 44044,2020-08-01,10:01:57,2020-08-16,0:00:58,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",4,,0,,
397,Meet Goldner-Mayer,2020-09-06,22:27:02,2020-10-01,15:38:02,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",0,Fengmu,0,,
398,take 43987,2020-06-05,5:52:33,2020-06-15,15:51:53,,4,,0,,
399,Meeting at Hauck-Connelly,2019-11-27,2:44:24,2019-12-15,23:52:51,Aliquam sit amet diam in magna bibendum imperdiet.,3,,1,,
400,LCL,2020-06-18,4:37:28,2020-06-20,11:15:18,,3,Savelugu,0,,
401,"Meet Tromp, Brekke and D'Amore",2020-06-11,5:34:47,2020-07-07,11:16:28,,4,,1,,
402,Meet Rosenbaum-Greenfelder,2020-04-26,10:37:31,2020-05-08,14:12:00,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",2,Abiko,0,,
403,"Meet Hayes, Mohr and Harvey",2020-05-22,23:41:35,2020-06-07,10:41:15,,3,Bulog,1,,
404,take 44076,2020-09-02,2:11:11,2020-09-21,5:38:37,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",4,Ozerki,0,,
405,Upham,2020-10-20,19:46:47,2020-11-18,2:07:45,,2,,0,,
406,Ocean,2020-07-26,19:51:04,2020-08-23,17:57:25,"Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",1,,0,,
407,GNU Debugger,2020-02-01,16:09:10,2020-02-23,5:35:03,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",2,,1,,
408,APO SNP,2020-10-08,5:45:13,2020-10-20,2:55:36,,2,,1,,
409,Meeting at Hand Group,2020-02-29,16:10:37,2020-03-02,8:11:28,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",5,,1,,
410,Microsoft Publisher,2019-11-27,22:55:17,2019-12-18,6:34:50,,2,,0,,
411,After FX,2020-07-25,7:13:25,2020-08-12,5:40:46,,1,,1,,
412,take 44104,2020-09-30,16:13:21,2020-10-22,9:08:38,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,0,,0,,
413,Hiring,2020-02-03,6:11:41,2020-02-11,2:19:54,,2,,0,,
414,CMake,2020-03-19,21:54:24,2020-03-23,4:11:06,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",1,,1,,
415,Family Therapy,2020-06-21,0:23:55,2020-07-09,13:11:59,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,4,,1,,
416,Meeting with Skiles Inc,2020-04-17,17:00:29,2020-04-25,11:43:38,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",5,,0,,
417,take 44010,2020-06-28,6:17:54,2020-07-21,21:39:02,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",5,Itapetinga,0,,
418,LPS,2020-05-08,18:00:18,2020-05-21,0:54:39,,2,,1,,
419,Meet Wolf and Sons,2020-04-23,6:22:43,2020-05-15,22:18:45,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",1,,0,,
420,Protein Purification,2020-04-28,14:29:41,2020-04-29,15:53:52,,2,,0,,
421,SBT,2019-12-15,18:41:49,2019-12-19,5:57:15,,5,Pitogo,0,,
422,Sales Process,2020-07-09,15:42:11,2020-07-11,0:35:34,,0,Dafeng,1,,
423,Meeting at Hilll Inc,2019-12-16,15:02:54,2019-12-31,12:42:52,,1,,1,,
424,MS VC++,2020-05-26,7:47:03,2020-06-02,22:04:03,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",0,,0,,
425,take 44066,2020-08-23,8:56:06,2020-09-03,4:25:37,,1,,1,,
426,Tortoise SVN,2020-01-31,17:09:42,2020-02-14,22:50:10,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,2,Shuikou,0,,
427,Aviation,2020-02-12,11:57:23,2020-02-15,1:57:30,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",2,,1,,
428,Japanese,2020-01-21,3:20:11,2020-02-01,15:44:49,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",5,,0,,
429,EU Law,2019-11-22,21:20:12,2019-11-29,10:16:51,"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",3,,1,,
430,SSPS,2020-02-21,8:03:23,2020-02-28,14:30:57,,2,,1,,
431,Meet Hirthe Inc,2020-05-08,5:51:06,2020-05-26,17:18:26,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",3,,1,,
432,Adolescents,2020-10-11,10:04:43,2020-10-29,10:02:19,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",0,,0,,
433,HR Management,2020-03-26,21:51:06,2020-04-24,4:25:56,,0,,1,,
434,take 44027,2020-07-15,2:54:16,2020-08-07,15:09:40,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",5,,0,,
435,Meeting with Brekke Group,2020-09-22,18:16:09,2020-10-07,22:15:28,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",4,,1,,
436,take 43971,2020-05-20,22:09:03,2020-05-24,8:27:38,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,1,,0,,
437,FSL,2020-05-27,14:42:55,2020-06-15,17:40:17,,0,,0,,
438,Pastoral Care,2020-01-29,5:08:31,2020-02-15,19:16:04,Donec semper sapien a libero.,2,,1,,
439,Three.js,2020-01-27,5:08:12,2020-02-14,2:34:30,,5,,0,,
440,take 43894,2020-03-04,3:44:38,2020-03-13,12:45:07,,1,,0,,
441,Global Health,2020-08-25,1:47:38,2020-09-09,2:11:37,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",0,,1,,
442,WMOS,2020-08-28,23:34:25,2020-09-23,1:55:50,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,3,,0,,
443,Site Plans,2020-02-06,9:30:19,2020-03-03,2:08:04,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",5,,0,,
444,Meeting at Okuneva and Sons,2020-05-29,16:39:14,2020-06-05,4:56:46,,2,,1,,
445,Derek,2020-04-29,20:08:00,2020-05-23,0:38:44,,0,,1,,
446,Ut.avi,2020-07-21,22:07:00,2020-07-22,15:59:37,,0,,0,,
447,TMA,2020-09-08,10:17:50,2020-09-27,1:38:23,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,3,Caldelas,1,,
448,Workers Compensation,2020-05-29,17:10:19,2020-06-19,23:00:57,,2,Kstovo,1,,
449,Duis.txt,2020-10-06,1:32:52,2020-10-19,19:48:47,Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,1,,0,,
450,Meet Ebert-Boyle,2020-03-10,20:46:20,2020-03-17,7:35:01,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",4,,1,,
451,Programming,2020-08-26,18:23:02,2020-09-17,4:21:09,,4,,1,,
452,AtTurpis.mp3,2020-09-25,15:39:16,2020-10-20,19:00:16,,1,,0,,
